EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	18:43:15	0	0.1000	4.751736538883313	4.52450704574585		0.072
2	18:44:50	0	0.1000	4.377570964019123	4.34293270111084		0.0896
3	18:46:24	0	0.1000	4.1193810149389485	4.021928310394287		0.125
4	18:48:01	0	0.1000	3.7929021236033753	3.683304786682129		0.1884
5	18:49:37	0	0.1000	3.4201092274736338	3.2529098987579346		0.2598
6	18:51:13	0	0.1000	3.046119668604335	3.004141092300415		0.3012
7	18:52:48	0	0.1000	2.6866382842861727	2.6278467178344727		0.353
8	18:54:26	0	0.1000	2.33603364809014	2.65078067779541		0.3652
9	18:56:02	0	0.1000	2.069641446788951	2.4563770294189453		0.3726
10	18:57:38	0	0.1000	1.8039763377334357	1.7942601442337036		0.5445
11	18:59:16	1	0.1000	1.6293163990696116	1.7954797744750977		0.5329
12	19:00:52	0	0.1000	1.4870194222212765	1.5260255336761475		0.5988
13	19:02:28	0	0.1000	1.3522518856979993	1.3156049251556396		0.6488
14	19:04:04	1	0.1000	1.2324535607827776	1.4176626205444336		0.6146
