EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	20:10:00	0	0.1000	2.790838296355271	2.8077235221862793		0.3616
2	20:11:11	1	0.1000	2.7687151468090896	2.7955124378204346		0.3598
3	20:12:17	0	0.1000	2.7462139384339497	2.7655670642852783		0.3659
4	20:13:28	0	0.1000	2.7258974562621696	2.736865282058716		0.3701
5	20:14:40	1	0.1000	2.706020546889887	2.7161030769348145		0.3677
6	20:15:46	0	0.1000	2.6867538425399036	2.6978132724761963		0.3854
7	20:16:59	1	0.1000	2.6668471266583698	2.687058925628662		0.378
8	20:18:05	2	0.1000	2.6479070426196585	2.663116455078125		0.3817
9	20:19:12	0	0.1000	2.630795426368713	2.6438961029052734		0.3854
10	20:20:24	1	0.1000	2.6121630373233704	2.628641128540039		0.3817
11	20:21:31	0	0.1000	2.594931016317228	2.608929395675659		0.3915
12	20:22:43	0	0.1000	2.5783175874337916	2.597240686416626		0.3951
13	20:23:56	1	0.1000	2.5612459963123975	2.588932752609253		0.3909
14	20:25:01	0	0.1000	2.544453357952397	2.5580360889434814		0.4
15	20:26:13	1	0.1000	2.5279615275452776	2.552166223526001		0.397
16	20:27:20	2	0.1000	2.513296576941886	2.539677619934082		0.3829
17	20:28:27	3	0.1000	2.4993941290785626	2.521949529647827		0.3976
18	20:29:34	0	0.1000	2.483013172614865	2.5030837059020996		0.4018
19	20:30:47	0	0.1000	2.4680205634745156	2.4892847537994385		0.4049
20	20:32:00	1	0.1000	2.4554367225926095	2.476024866104126		0.4012
21	20:33:06	0	0.1000	2.440973503647781	2.4597666263580322		0.4055
22	20:34:18	0	0.1000	2.4275675236306538	2.446223497390747		0.411
23	20:35:29	0	0.1000	2.4144579403574875	2.431256055831909		0.4183
24	20:36:41	1	0.1000	2.4003650943244375	2.42692494392395		0.4061
25	20:37:46	2	0.1000	2.3899655816613175	2.4135677814483643		0.4177
26	20:38:54	3	0.1000	2.376286791359506	2.4057013988494873		0.4134
27	20:40:01	4	0.1000	2.362587126755133	2.387256622314453		0.4152
28	20:41:07	5	0.1000	2.3518992898522355	2.380009651184082		0.4159
29	20:42:15	0	0.1000	2.338922149379079	2.3675684928894043		0.4201
30	20:43:27	0	0.1000	2.3283336350975965	2.3555500507354736		0.4299
31	20:44:41	1	0.1000	2.3158028607252166	2.339583158493042		0.4238
32	20:45:50	2	0.1000	2.306464302365373	2.3308608531951904		0.4238
33	20:46:58	0	0.1000	2.293993899996688	2.3181474208831787		0.4317
34	20:48:10	1	0.1000	2.283048360871106	2.30747652053833		0.4287
35	20:49:17	2	0.1000	2.2719400673377805	2.297168731689453		0.422
36	20:50:24	0	0.1000	2.261738004335543	2.289443016052246		0.436
37	20:51:36	1	0.1000	2.251562966021096	2.2725412845611572		0.4354
38	20:52:45	2	0.1000	2.2404774837377595	2.2742831707000732		0.4354
39	20:53:53	3	0.1000	2.2311107650617275	2.2595231533050537		0.4287
40	20:55:00	4	0.1000	2.220372327246317	2.2478690147399902		0.4323
41	20:56:07	0	0.1000	2.2086622221876935	2.2349040508270264		0.4378
42	20:57:21	0	0.1000	2.199898548009919	2.2250401973724365		0.4384
43	20:58:35	0	0.1000	2.190719131958194	2.2161483764648438		0.4506
44	20:59:48	1	0.1000	2.1796560375864913	2.2202930450439453		0.4506
