EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	18:47:58	0	0.2000	3.3836770211196527	1.7838078737258911		0.4701
2	18:49:25	0	0.2000	1.5830759560771104	1.2493791580200195		0.5799
3	18:50:51	0	0.2000	1.0844573177942416	0.7268978357315063		0.7738
4	18:52:15	0	0.2000	0.8482276750047032	0.5801798105239868		0.8238
5	18:53:39	1	0.2000	0.7680694469155335	0.6376639604568481		0.789
6	18:55:04	0	0.2000	0.6929677657455933	0.45984047651290894		0.8561
7	18:56:30	0	0.2000	0.6662854159459836	0.4133717119693756		0.8701
8	18:57:52	1	0.2000	0.6362015388760625	0.407513827085495		0.8573
9	18:59:17	0	0.2000	0.6089695518845465	0.31384050846099854		0.903
10	19:00:42	1	0.2000	0.5867940972054877	0.3362690806388855		0.8909
11	19:02:06	2	0.2000	0.5547117100401623	0.32127559185028076		0.889
12	19:03:31	3	0.2000	0.5401503936801015	0.3194045424461365		0.8957
